Latitude,Longitude,Temperature (°C),Rainfall (mm),Soil Quality,Crop Suitability,Historical Yield Trend
17.81,79,25,76,Medium,,High
15.26,83.46,35,88,Medium,Rice,High
16.91,77.34,40,,Low,Rice,No Data
12.14,81.36,34,86,Low,,Low
15.69,81.91,39,72,High,Barley,No Data
18.74,77.81,,15,High,Wheat,Low
15.21,76.13,28,38,Medium,Maize,Average
17.29,82.72,29,,Medium,Wheat,No Data
17.29,79.1,25,,Medium,Wheat,Average
13.05,78.12,34,7,Low,None,High
16.35,81.25,33,12,Low,,Low
17.21,81.75,,112,High,Peas,High
17.23,75.9,33,,Medium,,Average
11.59,81.63,26,19,Medium,Cotton,Average
17.59,81.88,28,6,High,None,High
18.86,77.82,38,103,High,None,Low
19.76,77.41,37,30,Low,Peas,Average
13.34,75.65,,34,Low,,Average
15.46,82.7,26,136,Low,Cotton,High
16.82,80.4,,7,Low,Groundnut,Low
14.22,76.49,34,42,Low,Rice,High
13.54,83.12,32,41,High,Wheat,No Data
11.63,84.88,,35,Medium,None,Average
19.58,84.18,36,107,Medium,Maize,No Data
13.45,76.24,38,118,Medium,Wheat,Low
16.23,78.29,27,20,High,Maize,High
17.27,79.56,,90,Medium,Groundnut,Low
10.58,80.11,34,14,High,Maize,No Data
13.51,83.01,30,134,Low,Peas,High
12.11,78.18,34,44,Medium,Maize,No Data
15.38,80.79,30,,Low,None,High
15.21,83.77,34,,High,Cotton,Low
14.51,82.16,,87,High,Groundnut,Low
19.08,80.42,34,86,Medium,Peas,High
18.58,83.13,27,59,Low,,No Data
10.16,78.06,,115,Medium,Cotton,Low
15.49,83.59,34,116,Medium,Cotton,No Data
14.25,78.07,26,10,High,Rice,Average
14.66,83.49,31,128,Medium,Wheat,High
17.71,84.3,36,29,High,Rice,Low
10.38,83.61,36,27,Low,Groundnut,Average
13.07,75.34,36,4,Low,Barley,High
15.93,80.28,,118,Medium,Wheat,Low
17.69,82.03,38,,High,Cotton,No Data
18.67,83.99,34,,High,Peas,Average
11.06,76.58,,1,Low,Peas,Low
13.63,76.54,,72,High,,High
11.71,78.35,32,77,Low,None,No Data
13.6,82.77,34,123,Medium,Maize,Average
19.81,81.61,,131,Low,,Average
17.25,81.2,31,42,Medium,Maize,Average
10.11,80.99,40,11,Medium,Maize,Average
19.83,78.14,26,64,High,Peas,No Data
10.89,84.11,26,67,Low,Peas,High
17.83,80.63,40,96,High,,Low
16.58,75.73,33,101,High,Peas,Low
19.84,81.96,25,48,Medium,Cotton,Average
14.79,77.91,28,,Medium,Maize,No Data
15.7,77.64,26,114,Low,None,No Data
18.9,75.07,31,61,Medium,Barley,Low
11.78,81.29,30,,Medium,,No Data
12.61,82.36,29,55,Medium,,Low
18.23,78.81,29,,Low,Barley,No Data
18.46,84.56,38,148,Low,Barley,Average
19.36,79.96,29,61,High,,Low
18.97,82.48,,71,Medium,Groundnut,Average
12.65,80.29,,,Low,Wheat,Low
14.46,78.27,35,73,High,Wheat,Average
12.08,79.89,,0,Medium,Rice,No Data
11.5,80.65,35,,Low,Rice,Low
10.26,84.42,35,5,High,Peas,High
18.72,79.72,35,99,Medium,Peas,High
14.1,83.08,35,24,Low,Maize,Average
19.46,81.22,31,28,Low,None,High
14.64,78.2,34,76,High,,High
18.49,82.84,,,High,,No Data
10.94,76.56,,125,Medium,Maize,High
19.42,83.93,32,61,Medium,Maize,High
14.54,77.19,,62,Low,Rice,Low
12.48,83.88,27,77,High,None,High
15.23,79.01,33,130,Medium,Rice,Average
18.94,76.66,33,11,Low,,Average
15.17,84.81,37,118,Medium,,No Data
13.87,84.04,29,12,Low,None,Average
15.34,77.41,30,,Medium,Rice,Average
14.29,80.68,25,13,Low,Peas,No Data
18.66,78.11,28,81,Low,Cotton,Average
15.7,84.07,,31,Low,Rice,Average
13.84,84.87,25,83,High,Cotton,Low
13.83,75.77,30,19,Low,,No Data
10.15,75.72,25,73,Medium,,Average
15.53,82.27,34,,High,Cotton,Average
13.6,81.11,,140,High,Groundnut,High
11.41,84.55,,36,Medium,Wheat,Average
19.67,75.58,,95,High,Maize,Low
12.15,83.61,33,134,Low,None,No Data
18.85,78.43,28,,High,None,No Data
14.8,75.22,28,87,Medium,,No Data
18.01,80.7,40,78,Medium,Maize,Low
12.24,84.04,25,9,High,Peas,Average
15.18,83.69,34,100,High,Peas,High
14.51,84.27,31,47,Medium,Peas,Low
19.1,82.2,35,53,High,Maize,High
12.63,82.25,29,45,Low,Groundnut,High
13.02,75.47,25,97,Low,Cotton,Average
19.06,81.38,37,96,High,Rice,No Data
16.75,78.2,29,83,Low,Wheat,Low
15.93,82.77,,73,Low,Barley,No Data
18.53,75.17,39,123,Medium,Groundnut,Low
17.09,79.67,35,114,Low,Wheat,Low
19.24,83.58,28,107,Low,Rice,Average
16.66,75.89,,98,Low,Barley,Average
17.82,81.76,,,Medium,Barley,High
14.81,78.23,26,8,Medium,,No Data
11.89,77.12,34,146,High,Cotton,Average
16.51,80.63,34,148,Low,None,Average
14.96,77.35,37,,Medium,Cotton,Average
14.67,83.46,35,67,Medium,Cotton,High
13.79,76.14,39,12,High,None,Average
13.57,84.78,32,81,Medium,Wheat,No Data
14.09,77.16,25,,Medium,None,High
13.99,83.31,40,29,High,Wheat,Average
12.16,81.25,27,26,Low,Cotton,No Data
16.5,77.17,,143,Low,Groundnut,Low
19.36,84.81,38,110,Low,Rice,Low
15.33,83.95,31,13,Medium,None,Low
11.97,80.96,28,40,Low,Maize,No Data
16.42,76.72,25,136,Medium,None,High
18,79.04,40,72,Low,,High
11.99,82.5,32,79,Low,Barley,No Data
15.71,79.38,34,140,High,Groundnut,Average
17.95,75.03,,36,High,Wheat,Average
10.12,83.08,34,6,High,Barley,High
12.23,78.94,29,57,Low,Barley,Average
14.76,81.27,,,Medium,Barley,High
11.08,82.01,,61,Low,Barley,Average
19.7,79.99,37,107,Medium,Wheat,No Data
15.73,77.66,29,,Medium,Wheat,Low
19.91,84.76,32,61,Medium,Barley,High
17.8,83.83,,119,Low,Cotton,Low
11.09,79.29,37,107,Medium,Wheat,No Data
13.3,78.31,32,49,High,None,No Data
19.58,76.29,33,36,High,Barley,No Data
11.87,84.84,25,53,High,Cotton,No Data
10.74,82.66,37,29,Medium,Groundnut,Low
16.82,84.48,40,138,Low,None,No Data
17.64,84.86,,29,Low,,Average
16.77,83.99,,147,Medium,None,Low
12.11,75.72,,93,Low,Wheat,Average
13.84,75.08,32,34,Medium,Cotton,High
13.88,84.69,,84,High,,No Data
15.51,75.73,37,79,High,Groundnut,Average
15.11,80.75,30,121,High,Barley,Average
18.25,75.83,28,,Low,Rice,Low
16.97,81.41,38,29,Low,Groundnut,High
10.43,75.69,39,32,Medium,Peas,Low
19.99,80.09,30,,High,None,Low
16.17,76.88,31,86,Low,None,No Data
12.35,78.28,29,121,Low,Groundnut,Average
12.69,82.03,36,88,Medium,Wheat,Average
15.69,78.24,33,118,High,Peas,Average
17.66,83.54,33,139,Medium,Rice,Average
11.02,83.36,28,48,High,Cotton,Low
10.41,82.67,34,34,High,,High
18.76,83.73,32,114,Medium,,High
15.73,77.95,,,Medium,Barley,High
19.72,80.71,36,62,Medium,Rice,Low
17.07,81.24,,63,High,Cotton,No Data
13.63,80.51,40,120,High,None,Average
12.44,79.71,25,,High,Maize,High
18.35,77.61,39,116,Low,,High
19.61,81.9,35,53,Low,Rice,No Data
10.3,80.8,,40,High,Maize,No Data
10.89,80.31,34,97,Low,Rice,High
18.54,77.04,32,15,Medium,,Average
13.23,83.3,36,76,Medium,Maize,Average
10.56,77.73,29,,Low,Barley,High
16.69,82.23,31,121,Medium,Maize,High
10.43,82.06,37,148,Medium,Wheat,No Data
10.7,75.4,36,100,Low,Barley,Low
19.92,78.46,29,99,Low,Peas,Average
14.19,82.63,28,72,Low,Maize,No Data
12.6,84.62,40,144,High,Cotton,Low
18.27,80.33,40,,High,Rice,Average
18.84,83.26,32,41,Low,Wheat,Average
13.72,80.88,30,,High,Groundnut,High
14.63,80.44,,,Low,,No Data
19.04,78.27,34,106,High,None,No Data
13.84,80.77,,80,Low,Cotton,Low
17.25,80.64,34,93,Medium,Barley,Average
12.06,79.69,27,59,High,Maize,High
16.76,77.26,25,74,Medium,Barley,No Data
18.04,84.16,,16,Medium,Maize,High
11.36,79.16,40,98,Low,Maize,Low
11.92,84.65,36,147,Medium,Maize,Low
15.42,84.95,33,68,Low,Maize,No Data
10.03,81.89,36,114,Low,,Average
18.82,80.53,,25,Low,Wheat,Average
11.9,77.1,28,61,Medium,Maize,No Data
12.31,77.63,37,67,High,Wheat,High
19.38,79.33,36,27,High,Peas,No Data
13.77,82.55,30,56,Low,Groundnut,High
13.48,82.42,,54,High,Cotton,High
18.62,84.18,26,,Low,,No Data
14.48,84.11,40,36,Medium,Cotton,Low
10.9,81.89,38,132,Low,Peas,Low
11.14,80.28,26,,Low,Barley,High
16.01,78.98,,101,Low,Groundnut,Average
17.47,84.23,35,107,High,Maize,No Data
10.56,81.25,37,100,Low,,Low
12.95,79.56,32,,Medium,Cotton,Low
11.17,79.76,37,62,High,,Low
10.46,75.15,,,Low,Rice,No Data
10.23,80.57,,44,Medium,,High
16.46,77.54,,96,High,Peas,Average
10.04,82.35,36,132,High,Peas,No Data
10.75,80.45,38,87,Low,None,High
17.97,77.7,,141,Low,Barley,Low
15.82,81.51,39,62,High,Rice,Average
12.18,79.52,,40,Medium,Cotton,No Data
16.05,75.65,,,Low,Barley,Low
13.49,75.91,28,12,Low,Rice,No Data
11.81,79.55,,58,High,Cotton,No Data
16.12,81.92,39,140,Medium,None,No Data
15.94,84.08,,84,High,,No Data
13.68,76.21,29,,Medium,,Average
11.93,77.72,28,93,High,Groundnut,No Data
18.01,76.42,30,,Medium,Maize,Low
19.35,78.61,25,131,Low,Rice,Average
19.88,77.48,32,65,High,None,Average
16.16,84.45,38,,Low,Barley,No Data
14.56,82.85,36,143,High,None,No Data
13.99,83.79,26,3,Medium,Peas,Low
14.14,81.5,39,16,Low,,High
18.06,84.03,36,75,High,Maize,High
10.42,78.18,32,45,Medium,Cotton,No Data
10.48,77.93,39,1,High,Maize,Average
13.38,80,,,Medium,,High
12.28,80.13,25,,High,Cotton,No Data
15.62,83.76,38,134,Medium,Barley,Low
18.49,75.72,26,99,Medium,,Low
12.19,78.22,25,39,High,Wheat,No Data
16.85,79.54,,,High,Maize,No Data
12.58,81.28,37,33,Medium,Rice,No Data
16.52,75.84,32,,Low,Peas,No Data
19.83,83.97,28,145,High,,Average
15.29,77.37,33,110,Low,,Average
10.91,84.86,31,,High,Groundnut,Low
17.66,75.29,,106,High,Cotton,High
18.76,84.65,,8,Medium,,High
18.22,83.59,37,33,Medium,Maize,No Data
15.92,76.02,31,70,High,,Average
16.64,81.6,38,29,Medium,,Low
10.02,79.44,31,80,Low,Rice,Low
12.66,84.59,,17,Low,Cotton,Average
19.85,84.85,33,12,High,Groundnut,High
19.42,82.47,31,,Medium,Groundnut,Low
15.98,84.67,29,97,High,Cotton,Average
14.61,76.59,34,104,High,Maize,No Data
13.87,79.8,25,,Medium,None,High
17.37,82.99,38,,High,Groundnut,Average
19.36,81.3,36,,Medium,Maize,No Data
15.8,78.99,29,97,High,Maize,High
14.14,79.28,38,126,High,Rice,Average
12.14,84.09,27,146,Low,Peas,High
16.17,83.9,,11,High,Wheat,Low
17.33,78.14,,106,Medium,Rice,No Data
16.31,81.06,28,59,High,Groundnut,No Data
10.07,81.47,27,,Low,Barley,High
19.07,75.95,26,,Low,Wheat,High
15.14,80.83,29,50,Low,,No Data
10.17,75.97,,53,Medium,Wheat,High
12.24,81.7,39,93,Low,Wheat,No Data
11.67,80.58,28,101,Low,,Average
13.3,83.32,,67,Low,Groundnut,Average
10.94,76.19,40,75,Medium,Wheat,Average
13.58,81.24,27,12,Low,Barley,High
14.87,84.5,,11,Medium,,High
15.38,83.51,32,125,Low,Peas,Low
17.22,79.23,34,8,High,None,Average
16.14,84.97,38,123,Medium,,High
14.57,82.66,,9,High,Maize,Average
16.8,83.54,35,,Low,Groundnut,No Data
14.21,78.55,30,109,Medium,Wheat,Average
15.18,75.27,40,30,High,Groundnut,No Data
16.86,79.78,40,,High,Groundnut,Average
17.62,81.4,40,112,Medium,Cotton,Low
12.12,81.77,28,22,Low,Groundnut,No Data
18.86,75.86,25,70,High,,High
14.55,81.3,38,68,Low,Maize,High
14.98,80.99,31,72,Low,Rice,No Data
19.48,77.37,39,94,Low,,Average
15.58,78.99,39,30,High,Barley,High
19.62,80.61,28,27,Low,Rice,Average
10.34,84.38,33,,Low,Peas,Low
12.38,77.41,31,128,Low,Groundnut,No Data
13.29,78.92,,109,High,Peas,Average
14.52,80.61,,62,Medium,None,Low
13.37,79.63,,68,High,,No Data
11.18,81.68,31,134,Medium,None,Average
11.86,75.2,37,53,Low,Maize,No Data
17.8,80,31,50,Low,Peas,Average
10.19,81.05,,36,Medium,Rice,High
12.67,83.09,27,,Low,Rice,No Data
12.71,80.67,39,106,Medium,,Average
17.58,76.31,,133,High,None,High
12.86,83.55,36,21,High,Maize,Average
10.62,81.39,40,,Medium,Peas,No Data
16.5,83.49,28,107,Low,Cotton,No Data
16.35,82.98,37,50,Low,Barley,Average
15.31,75.97,38,,High,,Average
14.78,84.81,34,56,Medium,Maize,Low
16.76,79.81,26,115,Medium,Cotton,Average
12.51,80.8,,34,Medium,,Low
16.18,75.29,27,28,Low,None,Average
13.35,84.9,36,8,High,Groundnut,Average
10.86,84.28,39,,Medium,Peas,High
11.2,80.01,,105,Medium,Barley,Low
16.36,82.18,,2,Medium,Barley,High
15.44,75.26,28,96,Low,,High
13.51,81.48,37,12,High,,High
17.32,80.72,28,36,Low,Cotton,High
11.76,82.39,38,,Medium,Wheat,Average
13.5,77.65,39,1,High,,High
19.7,82.1,38,,Low,Cotton,Average
18.3,75.92,30,11,Low,Cotton,High
16.08,76.12,27,113,Medium,Cotton,Low
11.77,76.15,,22,Medium,,Low
14.76,79.08,31,49,Low,,No Data
19.09,79.38,,87,Low,None,Low
19.76,81.95,34,127,High,,Low
11.71,78.78,,36,Medium,Peas,Low
18.72,79.61,,60,Low,Barley,High
11.81,78.56,32,135,High,,Average
18.16,78.03,27,34,Low,Maize,No Data
16.99,78.94,26,52,Low,,No Data
13.41,80.2,40,70,High,Rice,No Data
15.11,79.88,31,57,High,Maize,Average
10.22,83.32,28,135,High,Rice,Average
11.58,79.59,32,96,Low,,High
12.85,75.61,29,94,High,,Average
12.29,78.88,35,126,High,Groundnut,No Data
17.92,79.33,26,59,Medium,Peas,High
15.21,76.09,39,110,Low,Wheat,No Data
17.83,79.01,30,100,High,None,Low
15.92,80.26,39,8,High,Barley,Average
17.41,77.61,33,,High,,No Data
11.28,77.54,,121,Medium,Wheat,Average
12.8,76.45,29,27,High,Maize,High
10.23,79.21,,17,Low,Maize,High
12.42,78.7,27,,Medium,Peas,Low
13.89,81.34,34,35,Medium,Barley,High
15.86,75.85,30,86,Medium,None,Low
15.38,83.74,,123,Low,Maize,No Data
12.07,75.69,39,41,Low,Wheat,Average
18.46,84,25,6,Medium,Peas,Average
17.85,80.68,33,,Medium,Peas,High
17.11,76.52,37,,Low,None,Low
16.26,78.27,39,38,Low,Peas,Low
14.33,80.66,32,,High,Rice,Low
10.84,81.62,39,,Medium,None,Average
19.53,75.01,32,65,Low,Rice,High
19.79,78.24,29,136,Low,None,Low
14.04,84.46,36,,High,,High
14.55,81.96,32,121,Medium,Wheat,Low
19.46,84.85,37,114,High,Rice,No Data
10.77,82.5,26,,High,,High
18.92,82.69,27,59,High,Barley,High
10.22,80.15,27,72,Low,Barley,Average
11.67,76.37,32,93,Low,,Average
13.01,83.74,36,87,Medium,Maize,No Data
18.3,82.63,28,27,High,Cotton,High
18.25,78.88,38,123,Medium,,Low
16.92,80.97,25,79,Medium,Peas,Low
16.23,79.57,27,107,Low,None,No Data
13.21,84.61,33,21,Low,Rice,High
13.42,76.45,29,130,High,None,High
19.69,84.11,40,18,Low,Wheat,Low
16.1,75.72,30,93,High,Cotton,Average
16.16,79.02,38,35,Medium,Cotton,Low
19.14,76.82,30,69,Medium,Maize,Low
11.37,83.59,25,2,High,Groundnut,Low
11.49,77.15,38,,High,Rice,Average
10.81,80.57,35,,Medium,Barley,Average
13.86,80.79,27,40,High,Cotton,Average
15.17,75.72,29,78,High,Cotton,High
18.5,79.63,34,21,Medium,Cotton,Low
18.71,79.61,35,101,High,None,Average
11.39,75.71,39,79,High,Barley,Low
17.06,77.18,31,,Medium,,Average
17.7,84.46,,37,Medium,Maize,No Data
17.75,76.83,31,46,High,Peas,High
14.38,75.91,31,17,Low,Wheat,No Data
14.35,84.25,,140,High,Maize,No Data
19.19,76.64,25,149,Medium,Peas,No Data
13.99,76.55,31,20,Medium,Maize,Average
17.36,80.35,26,28,Low,None,Low
10.51,78.13,37,,Medium,Barley,Low
15.36,80.97,28,114,High,None,High
17.43,80.24,35,77,Medium,Rice,Low
16.1,83.37,32,,High,Maize,No Data
14.82,77.46,25,30,Low,,No Data
12.44,80.44,25,93,Medium,Rice,Average
15.96,83.85,,45,Low,Cotton,Average
13.25,77.05,28,126,Low,None,No Data
18.59,76.27,38,102,Medium,Barley,High
17.37,83.17,38,47,Low,Peas,Low
15.33,78.77,37,103,Medium,,Low
19.9,80.85,40,32,High,Barley,Average
18.81,84.3,39,7,Low,Groundnut,High
18.93,84.86,33,1,Low,Rice,Average
15.69,78.29,27,6,Medium,Rice,High
13.47,81.82,35,3,Medium,Peas,Average
13.17,75.59,37,57,Medium,Rice,No Data
12.13,84.73,,36,High,Rice,Average
13.42,76.26,36,9,High,Wheat,No Data
15.77,80.8,34,19,Low,Barley,No Data
10.19,84.39,,22,Medium,Cotton,No Data
12.04,84.21,27,112,High,,High
16.32,82.33,31,75,Medium,,Low
19.18,80.49,29,107,Medium,Barley,Low
16.21,75.43,32,47,Medium,None,High
17.62,83.21,29,,High,,Low
12.1,84.32,,62,High,,High
12.96,83.02,38,79,Low,Rice,High
10.99,77.21,32,136,High,Peas,Low
16.61,79.85,35,77,Low,,High
19.89,80.58,36,93,Medium,,No Data
12.05,83.6,39,88,High,Barley,No Data
10.5,75.8,29,58,Medium,,Average
15.68,77.99,37,108,Medium,Peas,High
14.49,82.04,36,118,High,,Low
19.93,82.05,27,11,Medium,Rice,Average
19.18,76.08,37,25,Low,,Low
19,81.86,38,44,High,Groundnut,Low
15.71,80.64,35,135,Medium,Peas,High
15.87,77.14,35,144,Low,Wheat,Low
14.87,79.93,39,84,Low,Peas,Low
15.5,82.91,28,8,Medium,Barley,No Data
16.74,75.78,26,115,Low,,High
11.02,77.65,39,106,High,,High
13.47,76.37,39,131,Medium,Peas,Average
17.61,82.44,40,,High,,Low
12.06,81.94,27,,Medium,Peas,Average
10.76,80.24,38,,High,Barley,Low
13.18,76.68,30,,Medium,Groundnut,Average
17.89,77.97,35,19,Medium,Peas,Low
14.53,81.12,37,37,Low,Wheat,High
15.67,77.6,37,47,Low,Cotton,Average
18.49,76.7,28,11,High,Barley,High
19.24,84.94,34,61,High,Groundnut,High
11.07,76.63,25,150,High,Barley,Average
12.8,80.12,28,88,Medium,Groundnut,Low
15.9,79.78,40,,High,Barley,Low
13.62,82.31,30,88,Medium,,No Data
17.15,76.19,29,114,High,,No Data
12.66,75.7,36,17,Medium,Wheat,Low
18.56,80.82,33,12,Medium,,Low
19.25,79.7,37,,Low,Barley,Average
18.83,82.98,32,128,Low,Peas,Low
13.9,75.33,32,3,Medium,Cotton,High
10.75,81.36,35,143,High,,High
12.62,78.1,40,69,High,Barley,Low
16.4,84.77,40,35,High,Wheat,Low
14.85,75.34,37,82,Low,Peas,No Data
19.1,80.15,26,127,Medium,,High
10.76,78.11,39,138,Medium,Barley,Average
17.64,83.15,,113,High,Peas,No Data
14.27,77.02,37,73,High,None,Average
13.41,84.59,31,23,Low,Maize,Low
10.98,81.03,29,145,Low,Peas,High
18.31,75.4,29,21,High,Groundnut,Average
11.35,80.53,34,109,Low,Groundnut,Low
15.2,82.46,26,129,High,None,Average
15.25,81.94,36,111,Medium,Groundnut,No Data
18.01,83.1,31,117,Medium,None,No Data
12.89,75.89,36,8,Medium,Cotton,Average
11.84,76.95,31,46,Medium,Cotton,Low
11.62,76.14,33,,Low,Maize,High
14.03,82.9,33,136,Low,None,Average
11.61,80.78,,,High,,High
15.78,75.34,28,54,High,Peas,High
13.43,83.67,25,,High,Groundnut,No Data
10.12,82.05,28,16,Medium,Rice,Average
14.32,81.26,37,,Medium,Rice,Average
12.15,81,32,46,High,Cotton,High
15.98,84.35,29,26,Medium,Maize,Average
17.51,77.45,38,,High,Peas,No Data
15.65,79.16,33,126,High,Maize,High
19.99,82.67,31,27,High,Cotton,No Data
12.44,84.62,36,136,Medium,Peas,Average
11.46,80.54,39,65,Low,Cotton,High
19.9,77.1,27,65,Medium,,No Data
11.7,83.52,30,62,Low,Cotton,Average
12.91,77.07,27,,Medium,,High
13.42,83.18,,100,Low,Barley,Low
17.72,82.02,,,Medium,Maize,Average
14.02,75.64,33,117,High,None,Average
10.19,84.53,27,106,Medium,Maize,High
18.44,79.72,34,,Low,Rice,High
11.56,79.88,38,90,Medium,,No Data
10.26,84,26,12,Medium,Peas,No Data
17.4,77.98,31,,Medium,,Average
11.5,76.09,,,Medium,,No Data
12.78,82.95,27,29,Low,,Low
17.99,75.01,31,36,Low,Barley,No Data
19.01,84.31,,,Medium,Rice,High
10.77,83.38,39,,Medium,Peas,Average
17.75,81.81,30,146,Medium,Peas,Average
11.19,78.65,32,81,Medium,Peas,Low
16.46,82.58,25,39,Medium,,No Data
13.29,83.3,31,16,High,,No Data
17.92,75.23,35,31,High,,Low
10.03,77.15,29,123,High,Rice,Average
18.8,75.1,32,,Medium,,High
14.99,77.33,38,137,High,Peas,Average
11.49,80.16,,,Low,Maize,No Data
15.37,77.54,31,129,Low,Cotton,Low
17,76.36,35,109,High,Rice,Average
10.21,84.2,35,62,High,Rice,Average
18.17,82.46,,122,Medium,,No Data
18.52,84.49,32,106,High,None,High
16.32,78.59,37,,High,Peas,Average
17.31,84.96,33,52,Medium,Maize,Low
15.26,79.12,39,56,High,,Average
13.15,82.04,27,76,Low,None,Average
13.44,82.71,25,36,High,Maize,High
19.89,79.13,33,95,High,Barley,No Data
12.15,83.8,31,37,Low,Maize,No Data
13.74,77.38,38,,Low,Peas,High
16.39,83,,54,High,Barley,Average
16.62,84.15,40,57,High,,No Data
13.57,77.61,37,135,High,Maize,High
10.53,77.24,26,83,Low,,Low
19.45,76.18,,111,High,Barley,High
18.26,76.42,28,125,Medium,Maize,Average
11.1,82.28,,53,Medium,,Average
16.16,75.29,40,,Medium,Barley,Average
16.02,81.1,,131,High,,High
17.67,84.67,38,,High,Groundnut,Average
14.83,80.87,,92,Low,Groundnut,High
19.04,83.28,,104,Low,,Low
10.03,82.15,40,122,High,Groundnut,No Data
15.36,75.8,,52,Low,Barley,Low
17.06,82.11,35,143,Low,Peas,No Data
13.54,81.73,27,,High,Cotton,Average
13.66,79,,,Low,,Low
19.35,83.05,30,54,Medium,Peas,High
17.39,84.71,35,,High,,Average
18.78,81.96,37,148,Medium,Barley,Average
11.3,80.74,30,,High,Wheat,No Data
10.95,83.59,37,139,Medium,Rice,Low
10.16,75.16,33,147,Low,None,High
17.46,75.5,25,2,High,Rice,Low
11.99,84.42,38,26,High,None,High
12.41,79.25,36,129,Low,Wheat,High
14.94,82.29,28,59,Low,Rice,Low
15.92,84.58,32,101,Medium,Rice,Average
11.92,77.25,30,68,High,,Low
11.56,78.05,26,134,Medium,Barley,Low
16.86,84.18,30,102,Medium,,Low
19,83.3,31,18,Medium,Groundnut,No Data
15.71,78.44,25,,Medium,Rice,Average
19.59,75.83,32,29,Low,Cotton,High
13.65,75.07,27,97,Medium,Groundnut,Low
18.03,83.27,,46,Low,Peas,Low
13.3,84.46,26,,Low,Maize,Low
13.05,78.81,,17,High,Cotton,High
17.25,79.26,35,108,Low,,High
18.93,83.38,30,126,High,Peas,High
19.91,80.05,37,99,Low,Rice,High
19.78,77.08,33,1,High,Cotton,High
13.66,77.48,36,96,Low,Rice,Average
11.58,80.78,,,Low,None,No Data
14.42,77.87,40,103,Low,None,Low
16.42,77.72,35,115,High,,High
19.92,77.27,39,11,Low,,Average
13.36,83.35,29,125,Low,Barley,No Data
17.03,83.16,29,132,Low,Rice,Average
12.13,83.54,31,4,Medium,Cotton,Low
11.31,81.14,,22,High,Groundnut,High
17.99,76.04,39,150,High,Maize,Low
18.98,79.06,40,12,Medium,Wheat,No Data
11.41,78.06,30,141,Medium,Barley,High
11,76.57,27,121,Medium,,Low
16.25,75.08,27,135,High,Rice,No Data
15.04,78.47,29,135,Low,Cotton,High
19.59,82.69,,103,High,Peas,Average
16.76,78.36,,71,High,Rice,Average
14.82,77.03,32,,High,Peas,Average
11.8,80.95,32,145,High,Peas,No Data
19.06,76.16,32,123,Medium,Peas,No Data
12.27,75.43,28,99,Medium,Barley,Low
14.99,82.29,33,125,High,None,No Data
18.35,79.27,38,75,Medium,,High
12.39,81.53,32,124,Low,Cotton,No Data
14.09,83.89,33,96,Medium,Peas,Low
17.1,81.24,33,78,High,Rice,No Data
12.43,84.35,29,,Low,,No Data
16.95,79.01,28,,Low,Maize,No Data
15,80.91,31,7,Low,None,Average
16.95,80.13,39,144,Low,Maize,High
17.36,77.85,36,,Medium,,No Data
13.17,84.26,30,9,Low,Cotton,No Data
17.39,75.93,26,,High,,Low
12.35,84.88,28,23,High,Wheat,Low
11.23,78.41,34,55,Medium,,Average
15.31,75.6,40,114,Medium,,High
15.21,84.71,29,66,Medium,Maize,High
17.37,83.32,40,104,Medium,,High
14,84.47,38,,Medium,Groundnut,Low
17.21,75.4,34,95,High,Wheat,High
12.86,77.88,40,,Medium,Wheat,No Data
10.84,79.65,26,66,Medium,Cotton,High
19.07,80.28,30,88,Low,,Low
19.39,83.97,36,31,Low,Cotton,Average
15.96,75.54,34,126,Low,None,Low
17.33,79.32,40,61,Low,Wheat,No Data
11.36,80.73,26,,Low,,No Data
11.97,77.01,40,,Medium,Barley,No Data
14.63,84.87,,59,High,Rice,Low
13.95,78.56,35,,High,Peas,Low
14.85,80.59,32,,Low,Barley,High
13.96,82.93,33,80,High,Wheat,High
12.05,81.08,,45,High,Peas,Low
19.57,78.06,28,127,Low,Maize,Low
10.26,80.12,36,137,Low,Groundnut,Average
18.55,76.59,28,20,Medium,Barley,No Data
19.92,78.65,34,,Low,Peas,No Data
13.24,81.56,40,99,High,,Low
19.98,76.85,34,,High,Peas,Average
15.59,78.83,39,93,Low,Barley,No Data
18.42,79.33,34,31,Low,Peas,No Data
10.83,79.67,29,104,Medium,Wheat,Low
19.85,79.85,34,101,High,Maize,High
19.24,77.37,,59,Medium,,Average
14.07,79.88,27,62,Medium,Groundnut,No Data
11.39,77.54,26,,Medium,Barley,Average
13.38,81.15,28,107,High,Rice,Average
13.02,77.76,27,25,Medium,Groundnut,Average
11.37,84.75,39,15,High,,High
19.72,82.18,31,,Medium,Barley,No Data
13.43,77.91,35,132,High,Cotton,High
19.67,77.06,,90,High,Barley,No Data
15.93,82.49,39,38,Low,Barley,No Data
14.91,83.78,33,35,High,Maize,Low
19.48,84.16,,,Low,Maize,Low
18.29,77.82,30,74,Medium,,Low
14.36,82.01,38,15,Medium,Peas,Low
12.58,75.09,32,141,Medium,,No Data
19.4,81.52,32,129,Low,None,No Data
17.63,76.17,30,144,High,Barley,No Data
14.16,80.53,40,102,High,Barley,Average
10.48,79.03,36,140,Low,Peas,Average
15.65,83.41,38,80,Medium,,Average
14.06,75.55,37,34,Low,Barley,High
14.13,83.56,29,,Medium,None,High
19.1,80.79,,147,Low,Wheat,No Data
